,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
u_slope_raw_gpt2_surprisal[3],0.517,0.899,-1.269,2.158,0.015,0.015,3833.395,2965.551,1.001
u_slope_raw_gpt2_surprisal[4],-0.405,0.862,-2.057,1.162,0.013,0.015,4732.011,3117.71,1.001
u_slope_raw_gpt2_surprisal[5],-0.068,0.861,-1.808,1.494,0.011,0.019,6014.159,2639.681,1.001
u_slope_raw_gpt2_surprisal[6],0.259,0.88,-1.463,1.879,0.014,0.015,4159.317,3059.365,1.001
u_slope_raw_gpt2_surprisal[7],-0.044,0.878,-1.665,1.707,0.012,0.016,5633.217,2913.591,1.0
u_slope_raw_gpt2_surprisal[8],-0.205,0.865,-1.857,1.427,0.012,0.015,5605.229,3084.254,1.0
u_slope_raw_gpt2_surprisal[9],0.258,0.887,-1.421,1.888,0.011,0.015,6182.321,3229.553,1.0
u_slope_raw_integration_cost[0],0.09,0.909,-1.577,1.847,0.013,0.015,4889.814,3120.993,1.0
u_slope_raw_integration_cost[1],-0.001,0.935,-1.737,1.775,0.013,0.018,4915.125,2715.657,1.002
u_slope_raw_integration_cost[2],0.279,0.952,-1.54,2.005,0.012,0.016,6385.666,3008.566,1.001
u_slope_raw_integration_cost[3],0.181,0.927,-1.532,1.967,0.013,0.015,5099.749,2833.108,1.0
u_slope_raw_integration_cost[4],-0.343,0.92,-2.068,1.363,0.013,0.016,4850.637,2837.877,1.0
u_slope_raw_integration_cost[5],0.11,0.916,-1.513,1.941,0.013,0.015,5229.334,3195.627,1.001
u_slope_raw_integration_cost[6],-0.261,0.961,-2.156,1.451,0.013,0.016,5304.301,2959.133,1.0
u_slope_raw_integration_cost[7],-0.102,0.917,-1.844,1.592,0.013,0.014,4659.538,3114.925,1.001
u_slope_raw_integration_cost[8],0.069,0.919,-1.598,1.863,0.014,0.016,4613.157,2920.352,1.005
u_slope_raw_integration_cost[9],0.031,0.939,-1.684,1.797,0.013,0.018,5481.268,2437.95,1.001
sigma_u0,0.066,0.023,0.031,0.106,0.001,0.002,1257.113,1747.797,1.005
sigma_slope_gpt2_surprisal,0.016,0.012,0.0,0.037,0.0,0.0,1364.139,1697.74,1.004
sigma_slope_integration_cost,0.01,0.008,0.0,0.025,0.0,0.0,2013.439,1527.721,1.002
sigma_eps,0.702,0.005,0.692,0.712,0.0,0.0,5023.081,3223.207,1.0
u0[0],0.029,0.03,-0.028,0.084,0.001,0.0,1754.123,2477.338,1.002
u0[1],0.097,0.032,0.036,0.157,0.001,0.0,1730.839,2235.458,1.003
u0[2],-0.042,0.031,-0.104,0.013,0.001,0.001,1705.206,2372.925,1.001
u0[3],-0.013,0.03,-0.068,0.045,0.001,0.0,1808.58,2146.889,1.001
u0[4],-0.096,0.032,-0.159,-0.041,0.001,0.0,1840.346,2595.108,1.002
u0[5],-0.02,0.03,-0.08,0.036,0.001,0.0,1628.854,2576.543,1.002
u0[6],0.043,0.03,-0.012,0.1,0.001,0.0,1701.372,2427.824,1.002
u0[7],0.018,0.031,-0.038,0.075,0.001,0.0,1642.587,2663.471,1.002
u0[8],-0.027,0.03,-0.086,0.029,0.001,0.0,1601.576,2537.24,1.003
u0[9],0.002,0.031,-0.057,0.061,0.001,0.0,1558.988,2405.214,1.001
u_slope_gpt2_surprisal[0],-0.015,0.018,-0.051,0.009,0.0,0.0,2146.976,3055.173,1.002
u_slope_gpt2_surprisal[1],0.005,0.015,-0.018,0.039,0.0,0.0,3690.3,3075.118,1.0
u_slope_gpt2_surprisal[2],0.003,0.014,-0.024,0.032,0.0,0.0,4509.942,3533.553,1.003
u_slope_gpt2_surprisal[3],0.01,0.016,-0.015,0.045,0.0,0.0,2805.48,3186.852,1.001
u_slope_gpt2_surprisal[4],-0.008,0.015,-0.039,0.019,0.0,0.0,3648.568,3380.523,1.001
u_slope_gpt2_surprisal[5],-0.001,0.014,-0.029,0.027,0.0,0.0,5095.325,3470.841,1.002
u_slope_gpt2_surprisal[6],0.005,0.015,-0.02,0.038,0.0,0.0,3573.148,3443.015,1.002
u_slope_gpt2_surprisal[7],-0.001,0.014,-0.032,0.026,0.0,0.0,4788.242,3247.179,1.001
u_slope_gpt2_surprisal[8],-0.004,0.014,-0.034,0.022,0.0,0.0,4266.064,3243.228,1.002
u_slope_gpt2_surprisal[9],0.005,0.015,-0.02,0.038,0.0,0.0,4737.195,3524.923,1.001
u_slope_integration_cost[0],0.001,0.01,-0.019,0.021,0.0,0.0,4493.93,3681.353,1.0
u_slope_integration_cost[1],-0.0,0.01,-0.023,0.019,0.0,0.0,4770.553,3437.967,1.001
u_slope_integration_cost[2],0.004,0.011,-0.016,0.028,0.0,0.0,5135.341,3462.489,1.0
u_slope_integration_cost[3],0.003,0.011,-0.018,0.025,0.0,0.0,4328.957,3490.16,1.001
u_slope_integration_cost[4],-0.005,0.011,-0.03,0.012,0.0,0.0,4017.291,2745.014,1.001
u_slope_integration_cost[5],0.001,0.01,-0.018,0.024,0.0,0.0,4726.116,3397.366,1.001
u_slope_integration_cost[6],-0.004,0.012,-0.027,0.017,0.0,0.0,4270.026,3355.66,1.0
u_slope_integration_cost[7],-0.002,0.011,-0.023,0.019,0.0,0.0,4433.974,3172.596,1.0
u_slope_integration_cost[8],0.001,0.01,-0.018,0.022,0.0,0.0,4426.677,3415.81,1.001
u_slope_integration_cost[9],0.0,0.01,-0.018,0.022,0.0,0.0,4974.937,3455.436,1.0
